locus_tag	ftype	gene	EC_number	product
ABPCLIDI_00001	CDS	rpsR		30S ribosomal protein S18
ABPCLIDI_00001	gene	rpsR		
ABPCLIDI_00002	CDS	ssb		Single-stranded DNA-binding protein
ABPCLIDI_00002	gene	ssb		
ABPCLIDI_00003	CDS	rpsF		30S ribosomal protein S6
ABPCLIDI_00003	gene	rpsF		
ABPCLIDI_00004	CDS			hypothetical protein
ABPCLIDI_00004	gene			
ABPCLIDI_00005	CDS	rnr	3.1.13.1	Ribonuclease R
ABPCLIDI_00005	gene	rnr		
ABPCLIDI_00006	CDS	aroE	1.1.1.25	Shikimate dehydrogenase (NADP(+))
ABPCLIDI_00006	gene	aroE		
ABPCLIDI_00007	CDS			hypothetical protein
ABPCLIDI_00007	gene			
ABPCLIDI_00008	CDS	yejB		Inner membrane ABC transporter permease protein YejB
ABPCLIDI_00008	gene	yejB		
ABPCLIDI_00009	CDS	appA		Oligopeptide-binding protein AppA
ABPCLIDI_00009	gene	appA		
ABPCLIDI_00010	CDS	trpS	6.1.1.2	Tryptophan--tRNA ligase
ABPCLIDI_00010	gene	trpS		
ABPCLIDI_00011	CDS	tam	2.1.1.144	Trans-aconitate 2-methyltransferase
ABPCLIDI_00011	gene	tam		
ABPCLIDI_00012	CDS	secG		putative protein-export membrane protein SecG
ABPCLIDI_00012	gene	secG		
ABPCLIDI_00013	CDS	frr		Ribosome-recycling factor
ABPCLIDI_00013	gene	frr		
ABPCLIDI_00014	CDS	pyrE	2.4.2.10	Orotate phosphoribosyltransferase
ABPCLIDI_00014	gene	pyrE		
ABPCLIDI_00015	CDS			hypothetical protein
ABPCLIDI_00015	gene			
ABPCLIDI_00016	CDS	cobB_1	3.5.1.-	NAD-dependent protein deacylase
ABPCLIDI_00016	gene	cobB_1		
ABPCLIDI_00017	CDS	cobB_2	3.5.1.-	NAD-dependent protein deacylase
ABPCLIDI_00017	gene	cobB_2		
ABPCLIDI_00018	CDS	nuoA	1.6.5.11	NADH-quinone oxidoreductase subunit A
ABPCLIDI_00018	gene	nuoA		
ABPCLIDI_00019	CDS	nqo6	1.6.5.11	NADH-quinone oxidoreductase subunit 6
ABPCLIDI_00019	gene	nqo6		
ABPCLIDI_00020	CDS	ndhJ	1.6.5.-	NAD(P)H-quinone oxidoreductase subunit J
ABPCLIDI_00020	gene	ndhJ		
ABPCLIDI_00021	CDS	nuoD	1.6.5.11	NADH-quinone oxidoreductase subunit D
ABPCLIDI_00021	gene	nuoD		
ABPCLIDI_00022	CDS			hypothetical protein
ABPCLIDI_00022	gene			
ABPCLIDI_00023	CDS			hypothetical protein
ABPCLIDI_00023	gene			
ABPCLIDI_00024	CDS	sfrA	1.-.-.-	NADPH-Fe(3+) oxidoreductase subunit alpha
ABPCLIDI_00024	gene	sfrA		
ABPCLIDI_00025	CDS	nqo8	1.6.5.11	NADH-quinone oxidoreductase subunit 8
ABPCLIDI_00025	gene	nqo8		
ABPCLIDI_00026	CDS	nuoI	1.6.5.11	NADH-quinone oxidoreductase subunit I
ABPCLIDI_00026	gene	nuoI		
ABPCLIDI_00027	CDS	nuoJ	1.6.5.11	NADH-quinone oxidoreductase subunit J
ABPCLIDI_00027	gene	nuoJ		
ABPCLIDI_00028	CDS		1.6.5.11	NADH-quinone oxidoreductase subunit 11
ABPCLIDI_00028	gene			
ABPCLIDI_00029	CDS	nuoL	1.6.5.11	NADH-quinone oxidoreductase subunit L
ABPCLIDI_00029	gene	nuoL		
ABPCLIDI_00030	CDS	ndhD1	1.6.5.-	NAD(P)H-quinone oxidoreductase chain 4 1
ABPCLIDI_00030	gene	ndhD1		
ABPCLIDI_00031	CDS	nuoN	1.6.5.11	NADH-quinone oxidoreductase subunit N
ABPCLIDI_00031	gene	nuoN		
ABPCLIDI_00032	CDS			hypothetical protein
ABPCLIDI_00032	gene			
ABPCLIDI_00033	CDS	algC	5.4.2.2	Phosphomannomutase/phosphoglucomutase
ABPCLIDI_00033	gene	algC		
ABPCLIDI_00034	CDS			hypothetical protein
ABPCLIDI_00034	gene			
ABPCLIDI_00035	CDS	trpA	4.2.1.20	Tryptophan synthase alpha chain
ABPCLIDI_00035	gene	trpA		
ABPCLIDI_00036	CDS	trpB	4.2.1.20	Tryptophan synthase beta chain
ABPCLIDI_00036	gene	trpB		
ABPCLIDI_00037	CDS	trpC		Tryptophan biosynthesis protein TrpCF
ABPCLIDI_00037	gene	trpC		
ABPCLIDI_00038	CDS	trpGD		Bifunctional protein TrpGD
ABPCLIDI_00038	gene	trpGD		
ABPCLIDI_00039	CDS	trpG	4.1.3.27	Anthranilate synthase component 2
ABPCLIDI_00039	gene	trpG		
ABPCLIDI_00040	CDS	trpE	4.1.3.27	Anthranilate synthase component 1
ABPCLIDI_00040	gene	trpE		
ABPCLIDI_00041	CDS			hypothetical protein
ABPCLIDI_00041	gene			
ABPCLIDI_00042	CDS			hypothetical protein
ABPCLIDI_00042	gene			
ABPCLIDI_00043	CDS	hel		Lipoprotein E
ABPCLIDI_00043	gene	hel		
ABPCLIDI_00044	CDS	yceI		Protein YceI
ABPCLIDI_00044	gene	yceI		
ABPCLIDI_00045	CDS	tenA	3.5.99.2	Aminopyrimidine aminohydrolase
ABPCLIDI_00045	gene	tenA		
ABPCLIDI_00046	CDS			hypothetical protein
ABPCLIDI_00046	gene			
ABPCLIDI_00047	CDS			hypothetical protein
ABPCLIDI_00047	gene			
ABPCLIDI_00048	CDS	pnuC		Nicotinamide riboside transporter PnuC
ABPCLIDI_00048	gene	pnuC		
ABPCLIDI_00049	CDS			hypothetical protein
ABPCLIDI_00049	gene			
ABPCLIDI_00050	CDS	rplQ		50S ribosomal protein L17
ABPCLIDI_00050	gene	rplQ		
ABPCLIDI_00051	CDS	rpoA	2.7.7.6	DNA-directed RNA polymerase subunit alpha
ABPCLIDI_00051	gene	rpoA		
ABPCLIDI_00052	CDS	rpsD		30S ribosomal protein S4
ABPCLIDI_00052	gene	rpsD		
ABPCLIDI_00053	CDS	rpsK		30S ribosomal protein S11
ABPCLIDI_00053	gene	rpsK		
ABPCLIDI_00054	CDS	rpsM		30S ribosomal protein S13
ABPCLIDI_00054	gene	rpsM		
ABPCLIDI_00055	CDS	rpmJ		50S ribosomal protein L36
ABPCLIDI_00055	gene	rpmJ		
ABPCLIDI_00056	CDS	infA		Translation initiation factor IF-1
ABPCLIDI_00056	gene	infA		
ABPCLIDI_00057	CDS	map	3.4.11.18	Methionine aminopeptidase 1
ABPCLIDI_00057	gene	map		
ABPCLIDI_00058	CDS	secY		Protein translocase subunit SecY
ABPCLIDI_00058	gene	secY		
ABPCLIDI_00059	CDS	rplO		50S ribosomal protein L15
ABPCLIDI_00059	gene	rplO		
ABPCLIDI_00060	CDS	rpsE		30S ribosomal protein S5
ABPCLIDI_00060	gene	rpsE		
ABPCLIDI_00061	CDS	rplR		50S ribosomal protein L18
ABPCLIDI_00061	gene	rplR		
ABPCLIDI_00062	CDS	rplF		50S ribosomal protein L6
ABPCLIDI_00062	gene	rplF		
ABPCLIDI_00063	CDS	rpsH		30S ribosomal protein S8
ABPCLIDI_00063	gene	rpsH		
ABPCLIDI_00064	CDS	rplE		50S ribosomal protein L5
ABPCLIDI_00064	gene	rplE		
ABPCLIDI_00065	CDS	rplX		50S ribosomal protein L24
ABPCLIDI_00065	gene	rplX		
ABPCLIDI_00066	CDS	rplN		50S ribosomal protein L14
ABPCLIDI_00066	gene	rplN		
ABPCLIDI_00067	CDS	rpsQ		30S ribosomal protein S17
ABPCLIDI_00067	gene	rpsQ		
ABPCLIDI_00068	CDS	rpmC		50S ribosomal protein L29
ABPCLIDI_00068	gene	rpmC		
ABPCLIDI_00069	CDS	rplP		50S ribosomal protein L16
