locus_tag	ftype	gene	EC_number	product
OOEMJHNJ_00001	CDS			hypothetical protein
OOEMJHNJ_00001	gene			
OOEMJHNJ_00002	CDS			hypothetical protein
OOEMJHNJ_00002	gene			
OOEMJHNJ_00003	CDS	lolC		Lipoprotein-releasing system transmembrane protein LolC
OOEMJHNJ_00003	gene	lolC		
OOEMJHNJ_00004	CDS	secA		Protein translocase subunit SecA
OOEMJHNJ_00004	gene	secA		
OOEMJHNJ_00005	CDS	lolA		Outer-membrane lipoprotein carrier protein
OOEMJHNJ_00005	gene	lolA		
OOEMJHNJ_00006	tmRNA	ssrA		transfer-messenger RNA, SsrA
OOEMJHNJ_00006	gene	ssrA		
OOEMJHNJ_00007	CDS			hypothetical protein
OOEMJHNJ_00007	gene			
OOEMJHNJ_00008	CDS			hypothetical protein
OOEMJHNJ_00008	gene			
OOEMJHNJ_00009	CDS			hypothetical protein
OOEMJHNJ_00009	gene			
OOEMJHNJ_00010	CDS			hypothetical protein
OOEMJHNJ_00010	gene			
OOEMJHNJ_00011	CDS	acnB	4.2.1.3	Aconitate hydratase B
OOEMJHNJ_00011	gene	acnB		
OOEMJHNJ_00012	CDS	mqnA	4.2.1.151	Chorismate dehydratase
OOEMJHNJ_00012	gene	mqnA		
OOEMJHNJ_00013	CDS	pyrH	2.7.4.22	Uridylate kinase
OOEMJHNJ_00013	gene	pyrH		
OOEMJHNJ_00014	CDS	rpoZ	2.7.7.6	DNA-directed RNA polymerase subunit omega
OOEMJHNJ_00014	gene	rpoZ		
OOEMJHNJ_00015	CDS	relA	2.7.6.5	GTP pyrophosphokinase
OOEMJHNJ_00015	gene	relA		
OOEMJHNJ_00016	CDS	tyrS	6.1.1.1	Tyrosine--tRNA ligase
OOEMJHNJ_00016	gene	tyrS		
OOEMJHNJ_00017	CDS	pyrD_1	1.3.-.-	Dihydroorotate dehydrogenase
OOEMJHNJ_00017	gene	pyrD_1		
OOEMJHNJ_00018	CDS	amiC	3.5.1.28	N-acetylmuramoyl-L-alanine amidase AmiC
OOEMJHNJ_00018	gene	amiC		
OOEMJHNJ_00019	CDS			hypothetical protein
OOEMJHNJ_00019	gene			
OOEMJHNJ_00020	CDS	flhB_1		Flagellar biosynthetic protein FlhB
OOEMJHNJ_00020	gene	flhB_1		
OOEMJHNJ_00021	CDS	mobA	2.7.7.77	putative molybdenum cofactor guanylyltransferase
OOEMJHNJ_00021	gene	mobA		
OOEMJHNJ_00022	CDS	moaA	4.1.99.22	GTP 3',8-cyclase
OOEMJHNJ_00022	gene	moaA		
OOEMJHNJ_00023	CDS			hypothetical protein
OOEMJHNJ_00023	gene			
