locus_tag	ftype	gene	EC_number	product
JPMNGIHJ_00001	CDS	rocA1	1.2.1.88	1-pyrroline-5-carboxylate dehydrogenase 1
JPMNGIHJ_00001	gene	rocA1		
JPMNGIHJ_00002	CDS	putP		High-affinity proline transporter PutP
JPMNGIHJ_00002	gene	putP		
JPMNGIHJ_00003	CDS	haeIIIM	2.1.1.37	Modification methylase HaeIII
JPMNGIHJ_00003	gene	haeIIIM		
JPMNGIHJ_00004	CDS			hypothetical protein
JPMNGIHJ_00004	gene			
JPMNGIHJ_00005	CDS			hypothetical protein
JPMNGIHJ_00005	gene			
JPMNGIHJ_00006	CDS			hypothetical protein
JPMNGIHJ_00006	gene			
JPMNGIHJ_00007	CDS	bspRIM	2.1.1.37	Modification methylase BspRI
JPMNGIHJ_00007	gene	bspRIM		
JPMNGIHJ_00008	CDS	dpnA_1	2.1.1.72	Modification methylase DpnIIB
JPMNGIHJ_00008	gene	dpnA_1		
JPMNGIHJ_00009	CDS	aguA	3.5.3.12	Agmatine deiminase
JPMNGIHJ_00009	gene	aguA		
JPMNGIHJ_00010	CDS	hypF	2.1.3.-	Carbamoyltransferase HypF
JPMNGIHJ_00010	gene	hypF		
JPMNGIHJ_00011	CDS	hypE		Hydrogenase isoenzymes formation protein HypE
JPMNGIHJ_00011	gene	hypE		
JPMNGIHJ_00012	CDS	colC	1.1.1.356	GDP-L-colitose synthase
JPMNGIHJ_00012	gene	colC		
JPMNGIHJ_00013	CDS	gmd	4.2.1.47	GDP-mannose 4,6-dehydratase
JPMNGIHJ_00013	gene	gmd		
JPMNGIHJ_00014	CDS	algA		Alginate biosynthesis protein AlgA
JPMNGIHJ_00014	gene	algA		
JPMNGIHJ_00015	CDS	ptlG		Type IV secretion system protein PtlG
JPMNGIHJ_00015	gene	ptlG		
JPMNGIHJ_00016	CDS			hypothetical protein
JPMNGIHJ_00016	gene			
JPMNGIHJ_00017	CDS			hypothetical protein
JPMNGIHJ_00017	gene			
JPMNGIHJ_00018	CDS			hypothetical protein
JPMNGIHJ_00018	gene			
JPMNGIHJ_00019	CDS			hypothetical protein
JPMNGIHJ_00019	gene			
JPMNGIHJ_00020	CDS			hypothetical protein
JPMNGIHJ_00020	gene			
JPMNGIHJ_00021	CDS			Nucleoid-associated protein
JPMNGIHJ_00021	gene			
JPMNGIHJ_00022	CDS	panD	4.1.1.11	Aspartate 1-decarboxylase
JPMNGIHJ_00022	gene	panD		
JPMNGIHJ_00023	CDS	clpA		ATP-dependent Clp protease ATP-binding subunit ClpA
JPMNGIHJ_00023	gene	clpA		
JPMNGIHJ_00024	CDS	clpS		ATP-dependent Clp protease adapter protein ClpS
JPMNGIHJ_00024	gene	clpS		
JPMNGIHJ_00025	CDS			hypothetical protein
JPMNGIHJ_00025	gene			
JPMNGIHJ_00026	CDS			hypothetical protein
JPMNGIHJ_00026	gene			
JPMNGIHJ_00027	CDS	bioD	6.3.3.3	ATP-dependent dethiobiotin synthetase BioD
JPMNGIHJ_00027	gene	bioD		
JPMNGIHJ_00028	CDS			hypothetical protein
JPMNGIHJ_00028	gene			
JPMNGIHJ_00029	CDS	icd	1.1.1.42	Isocitrate dehydrogenase [NADP]
JPMNGIHJ_00029	gene	icd		
JPMNGIHJ_00030	CDS	aarA	2.3.3.16	Citrate synthase
JPMNGIHJ_00030	gene	aarA		
JPMNGIHJ_00031	CDS			hypothetical protein
JPMNGIHJ_00031	gene			
JPMNGIHJ_00032	CDS	eptA	2.7.-.-	Phosphoethanolamine transferase EptA
JPMNGIHJ_00032	gene	eptA		
JPMNGIHJ_00033	CDS	lpxE_1	3.1.-.-	Lipid A 1-phosphatase
JPMNGIHJ_00033	gene	lpxE_1		
JPMNGIHJ_00034	CDS	nspC	4.1.1.96	Carboxynorspermidine/carboxyspermidine decarboxylase
JPMNGIHJ_00034	gene	nspC		
JPMNGIHJ_00035	CDS	cheV_1		Chemotaxis protein CheV
JPMNGIHJ_00035	gene	cheV_1		
JPMNGIHJ_00036	CDS			hypothetical protein
JPMNGIHJ_00036	gene			
JPMNGIHJ_00037	CDS	virB4_1		Type IV secretion system protein virB4
JPMNGIHJ_00037	gene	virB4_1		
JPMNGIHJ_00038	CDS			hypothetical protein
JPMNGIHJ_00038	gene			
JPMNGIHJ_00039	CDS			hypothetical protein
JPMNGIHJ_00039	gene			
JPMNGIHJ_00040	CDS			hypothetical protein
JPMNGIHJ_00040	gene			
JPMNGIHJ_00041	CDS	mnmA_1	2.8.1.-	tRNA-specific 2-thiouridylase MnmA
JPMNGIHJ_00041	gene	mnmA_1		
JPMNGIHJ_00042	CDS	dnaG	2.7.7.-	DNA primase
JPMNGIHJ_00042	gene	dnaG		
JPMNGIHJ_00043	CDS	groS		10 kDa chaperonin
JPMNGIHJ_00043	gene	groS		
JPMNGIHJ_00044	CDS	groL		60 kDa chaperonin
JPMNGIHJ_00044	gene	groL		
JPMNGIHJ_00045	CDS			hypothetical protein
JPMNGIHJ_00045	gene			
JPMNGIHJ_00046	tRNA			tRNA-Lys(ttt)
JPMNGIHJ_00046	gene			
JPMNGIHJ_00047	tRNA			tRNA-Glu(ttc)
JPMNGIHJ_00047	gene			
JPMNGIHJ_00048	tRNA			tRNA-Val(tac)
JPMNGIHJ_00048	gene			
JPMNGIHJ_00049	tRNA			tRNA-Asp(gtc)
JPMNGIHJ_00049	gene			
JPMNGIHJ_00050	tRNA			tRNA-Glu(ttc)
JPMNGIHJ_00050	gene			
JPMNGIHJ_00051	CDS	panC	6.3.2.1	Pantothenate synthetase
JPMNGIHJ_00051	gene	panC		
JPMNGIHJ_00052	CDS	pyrF	4.1.1.23	Orotidine 5'-phosphate decarboxylase
JPMNGIHJ_00052	gene	pyrF		
JPMNGIHJ_00053	CDS	cynT	4.2.1.1	Carbonic anhydrase 1
JPMNGIHJ_00053	gene	cynT		
JPMNGIHJ_00054	CDS	kdsA	2.5.1.55	2-dehydro-3-deoxyphosphooctonate aldolase
JPMNGIHJ_00054	gene	kdsA		
JPMNGIHJ_00055	CDS	ribH	2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase
JPMNGIHJ_00055	gene	ribH		
JPMNGIHJ_00056	CDS	nusB		N utilization substance protein B 
JPMNGIHJ_00056	gene	nusB		
JPMNGIHJ_00057	CDS			hypothetical protein
JPMNGIHJ_00057	gene			
JPMNGIHJ_00058	CDS	exbD_1		Biopolymer transport protein ExbD
JPMNGIHJ_00058	gene	exbD_1		
JPMNGIHJ_00059	CDS	exbB_1		Biopolymer transport protein ExbB
JPMNGIHJ_00059	gene	exbB_1		
JPMNGIHJ_00060	CDS			Putative nickel-responsive regulator
JPMNGIHJ_00060	gene			
JPMNGIHJ_00061	CDS	nadD	2.7.7.18	putative nicotinate-nucleotide adenylyltransferase
JPMNGIHJ_00061	gene	nadD		
JPMNGIHJ_00062	CDS			hypothetical protein
JPMNGIHJ_00062	gene			
JPMNGIHJ_00063	CDS	mnmA_2	2.8.1.13	tRNA-specific 2-thiouridylase MnmA
JPMNGIHJ_00063	gene	mnmA_2		
JPMNGIHJ_00064	CDS			hypothetical protein
JPMNGIHJ_00064	gene			
JPMNGIHJ_00065	CDS			hypothetical protein
JPMNGIHJ_00065	gene			
JPMNGIHJ_00066	CDS	dnaJ		Chaperone protein DnaJ
JPMNGIHJ_00066	gene	dnaJ		
JPMNGIHJ_00067	CDS	ygaZ		Inner membrane protein YgaZ
JPMNGIHJ_00067	gene	ygaZ		
JPMNGIHJ_00068	CDS			hypothetical protein
JPMNGIHJ_00068	gene			
JPMNGIHJ_00069	CDS	cusA		Cation efflux system protein CusA
JPMNGIHJ_00069	gene	cusA		
JPMNGIHJ_00070	CDS	cusB		Cation efflux system protein CusB
JPMNGIHJ_00070	gene	cusB		
JPMNGIHJ_00071	CDS			hypothetical protein
JPMNGIHJ_00071	gene			
JPMNGIHJ_00072	CDS			hypothetical protein
JPMNGIHJ_00072	gene			
JPMNGIHJ_00073	CDS	fumC	4.2.1.2	Fumarate hydratase class II
JPMNGIHJ_00073	gene	fumC		
JPMNGIHJ_00074	CDS			hypothetical protein
JPMNGIHJ_00074	gene			
JPMNGIHJ_00075	CDS	rnhB	3.1.26.4	Ribonuclease HII
JPMNGIHJ_00075	gene	rnhB		
JPMNGIHJ_00076	CDS			hypothetical protein
JPMNGIHJ_00076	gene			
JPMNGIHJ_00077	CDS			hypothetical protein
JPMNGIHJ_00077	gene			
JPMNGIHJ_00078	CDS	rpsJ		30S ribosomal protein S10
JPMNGIHJ_00078	gene	rpsJ		
JPMNGIHJ_00079	CDS	rplC		50S ribosomal protein L3
JPMNGIHJ_00079	gene	rplC		
JPMNGIHJ_00080	CDS	rplD		50S ribosomal protein L4
JPMNGIHJ_00080	gene	rplD		
JPMNGIHJ_00081	CDS	rplW		50S ribosomal protein L23
JPMNGIHJ_00081	gene	rplW		
JPMNGIHJ_00082	CDS	rplB		50S ribosomal protein L2
JPMNGIHJ_00082	gene	rplB		
JPMNGIHJ_00083	CDS	rpsS		30S ribosomal protein S19
JPMNGIHJ_00083	gene	rpsS		
JPMNGIHJ_00084	CDS	rplV		50S ribosomal protein L22
JPMNGIHJ_00084	gene	rplV		
JPMNGIHJ_00085	CDS	rpsC		30S ribosomal protein S3
JPMNGIHJ_00085	gene	rpsC		
JPMNGIHJ_00086	CDS	rplP		50S ribosomal protein L16
JPMNGIHJ_00086	gene	rplP		
JPMNGIHJ_00087	CDS	rpmC		50S ribosomal protein L29
JPMNGIHJ_00087	gene	rpmC		
JPMNGIHJ_00088	CDS	rpsQ		30S ribosomal protein S17
JPMNGIHJ_00088	gene	rpsQ		
JPMNGIHJ_00089	CDS	rplN		50S ribosomal protein L14
