locus_tag	ftype	gene	EC_number	product
FPOKCNBF_00001	CDS	cadA	3.6.3.3	Cadmium, zinc and cobalt-transporting ATPase
FPOKCNBF_00001	gene	cadA		
FPOKCNBF_00002	CDS	comM		Competence protein ComM
FPOKCNBF_00002	gene	comM		
FPOKCNBF_00003	CDS	def	3.5.1.88	Peptide deformylase
FPOKCNBF_00003	gene	def		
FPOKCNBF_00004	CDS	clpP	3.4.21.92	ATP-dependent Clp protease proteolytic subunit
FPOKCNBF_00004	gene	clpP		
FPOKCNBF_00005	CDS	tig	5.2.1.8	Trigger factor
FPOKCNBF_00005	gene	tig		
FPOKCNBF_00006	CDS			hypothetical protein
FPOKCNBF_00006	gene			
FPOKCNBF_00007	CDS			hypothetical protein
FPOKCNBF_00007	gene			
FPOKCNBF_00008	CDS	moaC	4.6.1.17	Cyclic pyranopterin monophosphate synthase
FPOKCNBF_00008	gene	moaC		
FPOKCNBF_00009	CDS	mog	2.7.7.75	Molybdopterin adenylyltransferase
FPOKCNBF_00009	gene	mog		
FPOKCNBF_00010	CDS	moaE	2.8.1.12	Molybdopterin synthase catalytic subunit
FPOKCNBF_00010	gene	moaE		
FPOKCNBF_00011	CDS			hypothetical protein
FPOKCNBF_00011	gene			
FPOKCNBF_00012	CDS	ribA	3.5.4.25	GTP cyclohydrolase-2
FPOKCNBF_00012	gene	ribA		
FPOKCNBF_00013	CDS			hypothetical protein
FPOKCNBF_00013	gene			
FPOKCNBF_00014	CDS	ribBA		Riboflavin biosynthesis protein RibBA
FPOKCNBF_00014	gene	ribBA		
FPOKCNBF_00015	CDS			hypothetical protein
FPOKCNBF_00015	gene			
FPOKCNBF_00016	CDS			hypothetical protein
FPOKCNBF_00016	gene			
FPOKCNBF_00017	CDS	fecA_1		Fe(3+) dicitrate transport protein FecA
FPOKCNBF_00017	gene	fecA_1		
FPOKCNBF_00018	CDS	acpS	2.7.8.7	Holo-[acyl-carrier-protein] synthase
FPOKCNBF_00018	gene	acpS		
FPOKCNBF_00019	CDS			hypothetical protein
FPOKCNBF_00019	gene			
FPOKCNBF_00020	CDS	rsmD	2.1.1.171	Ribosomal RNA small subunit methyltransferase D
FPOKCNBF_00020	gene	rsmD		
FPOKCNBF_00021	CDS			hypothetical protein
FPOKCNBF_00021	gene			
FPOKCNBF_00022	CDS			hypothetical protein
FPOKCNBF_00022	gene			
FPOKCNBF_00023	CDS	gloC	3.1.2.6	Hydroxyacylglutathione hydrolase GloC
FPOKCNBF_00023	gene	gloC		
FPOKCNBF_00024	CDS	moeZ		putative adenylyltransferase/sulfurtransferase MoeZ
FPOKCNBF_00024	gene	moeZ		
FPOKCNBF_00025	CDS	pomA		Chemotaxis protein PomA
FPOKCNBF_00025	gene	pomA		
FPOKCNBF_00026	CDS	motB		Motility protein B
FPOKCNBF_00026	gene	motB		
FPOKCNBF_00027	CDS			hypothetical protein
FPOKCNBF_00027	gene			
FPOKCNBF_00028	CDS	opuCC		Glycine betaine/carnitine/choline-binding protein OpuCC
FPOKCNBF_00028	gene	opuCC		
FPOKCNBF_00029	CDS	opuBA		Choline transport ATP-binding protein OpuBA
FPOKCNBF_00029	gene	opuBA		
FPOKCNBF_00030	CDS			hypothetical protein
FPOKCNBF_00030	gene			
