locus_tag	ftype	gene	EC_number	product
NDKHHKNJ_00001	CDS	gltX	6.1.1.17	Glutamate--tRNA ligase
NDKHHKNJ_00001	gene	gltX		
NDKHHKNJ_00002	CDS	potA	3.6.3.31	Spermidine/putrescine import ATP-binding protein PotA
NDKHHKNJ_00002	gene	potA		
NDKHHKNJ_00003	CDS	modB		Molybdenum transport system permease protein ModB
NDKHHKNJ_00003	gene	modB		
NDKHHKNJ_00004	CDS	modA		Molybdate-binding periplasmic protein
NDKHHKNJ_00004	gene	modA		
NDKHHKNJ_00005	CDS			hypothetical protein
NDKHHKNJ_00005	gene			
NDKHHKNJ_00006	CDS	kefC		Glutathione-regulated potassium-efflux system protein KefC
NDKHHKNJ_00006	gene	kefC		
NDKHHKNJ_00007	CDS	pepF1	3.4.24.-	Oligoendopeptidase F, plasmid
NDKHHKNJ_00007	gene	pepF1		
NDKHHKNJ_00008	CDS			hypothetical protein
NDKHHKNJ_00008	gene			
NDKHHKNJ_00009	CDS			hypothetical protein
NDKHHKNJ_00009	gene			
NDKHHKNJ_00010	CDS			hypothetical protein
NDKHHKNJ_00010	gene			
NDKHHKNJ_00011	CDS			hypothetical protein
NDKHHKNJ_00011	gene			
NDKHHKNJ_00012	CDS			hypothetical protein
NDKHHKNJ_00012	gene			
NDKHHKNJ_00013	CDS			hypothetical protein
NDKHHKNJ_00013	gene			
NDKHHKNJ_00014	CDS	hsdR_1	3.1.21.3	Type I restriction enzyme EcoR124II R protein
NDKHHKNJ_00014	gene	hsdR_1		
NDKHHKNJ_00015	CDS		2.1.1.72	putative type I restriction enzymeP M protein
NDKHHKNJ_00015	gene			
NDKHHKNJ_00016	CDS			hypothetical protein
NDKHHKNJ_00016	gene			
NDKHHKNJ_00017	CDS			Type IV secretion system protein virB10
NDKHHKNJ_00017	gene			
NDKHHKNJ_00018	CDS			hypothetical protein
NDKHHKNJ_00018	gene			
NDKHHKNJ_00019	CDS			Type IV secretion system protein VirB11
NDKHHKNJ_00019	gene			
NDKHHKNJ_00020	CDS	traG		Conjugal transfer protein TraG
NDKHHKNJ_00020	gene	traG		
NDKHHKNJ_00021	CDS			hypothetical protein
NDKHHKNJ_00021	gene			
NDKHHKNJ_00022	CDS			hypothetical protein
NDKHHKNJ_00022	gene			
NDKHHKNJ_00023	CDS			hypothetical protein
NDKHHKNJ_00023	gene			
NDKHHKNJ_00024	CDS	hcpB_1	3.5.2.6	Beta-lactamase HcpB
NDKHHKNJ_00024	gene	hcpB_1		
NDKHHKNJ_00025	CDS			hypothetical protein
NDKHHKNJ_00025	gene			
NDKHHKNJ_00026	CDS	era_1		GTPase Era
NDKHHKNJ_00026	gene	era_1		
NDKHHKNJ_00027	CDS	clpY		ATP-dependent protease ATPase subunit ClpY
NDKHHKNJ_00027	gene	clpY		
NDKHHKNJ_00028	CDS	hslV	3.4.25.2	ATP-dependent protease subunit HslV
NDKHHKNJ_00028	gene	hslV		
NDKHHKNJ_00029	CDS	rplI		50S ribosomal protein L9
NDKHHKNJ_00029	gene	rplI		
NDKHHKNJ_00030	CDS			hypothetical protein
NDKHHKNJ_00030	gene			
NDKHHKNJ_00031	CDS			hypothetical protein
NDKHHKNJ_00031	gene			
NDKHHKNJ_00032	CDS		5.4.4.3	3-hydroxylaminophenol mutase
NDKHHKNJ_00032	gene			
NDKHHKNJ_00033	CDS			hypothetical protein
NDKHHKNJ_00033	gene			
NDKHHKNJ_00034	CDS	dapB	1.17.1.8	4-hydroxy-tetrahydrodipicolinate reductase
NDKHHKNJ_00034	gene	dapB		
NDKHHKNJ_00035	CDS		1.-.-.-	putative FAD-linked oxidoreductase
NDKHHKNJ_00035	gene			
NDKHHKNJ_00036	CDS	pgbA		Plasminogen-binding protein PgbA
NDKHHKNJ_00036	gene	pgbA		
NDKHHKNJ_00037	CDS	nudK	3.6.1.-	GDP-mannose pyrophosphatase NudK
NDKHHKNJ_00037	gene	nudK		
NDKHHKNJ_00038	CDS	mepM_1	3.4.24.-	Murein DD-endopeptidase MepM
NDKHHKNJ_00038	gene	mepM_1		
NDKHHKNJ_00039	CDS			hypothetical protein
NDKHHKNJ_00039	gene			
NDKHHKNJ_00040	CDS			hypothetical protein
NDKHHKNJ_00040	gene			
NDKHHKNJ_00041	CDS			hypothetical protein
NDKHHKNJ_00041	gene			
NDKHHKNJ_00042	CDS			hypothetical protein
NDKHHKNJ_00042	gene			
NDKHHKNJ_00043	CDS	gyrB	5.99.1.3	Type 2 topoisomerase subunit B
NDKHHKNJ_00043	gene	gyrB		
NDKHHKNJ_00044	CDS	dnaN	2.7.7.7	DNA polymerase III subunit beta
NDKHHKNJ_00044	gene	dnaN		
NDKHHKNJ_00045	CDS	pldA	3.1.1.32	Phospholipase A1
NDKHHKNJ_00045	gene	pldA		
NDKHHKNJ_00046	CDS			hypothetical protein
NDKHHKNJ_00046	gene			
NDKHHKNJ_00047	CDS			hypothetical protein
NDKHHKNJ_00047	gene			
NDKHHKNJ_00048	CDS	ybgC	3.1.2.-	Acyl-CoA thioesterase YbgC
NDKHHKNJ_00048	gene	ybgC		
NDKHHKNJ_00049	CDS			hypothetical protein
NDKHHKNJ_00049	gene			
NDKHHKNJ_00050	CDS	murD	6.3.2.9	UDP-N-acetylmuramoylalanine--D-glutamate ligase
NDKHHKNJ_00050	gene	murD		
NDKHHKNJ_00051	CDS	mraY	2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase
NDKHHKNJ_00051	gene	mraY		
NDKHHKNJ_00052	CDS			hypothetical protein
NDKHHKNJ_00052	gene			
NDKHHKNJ_00053	CDS	rpmB		50S ribosomal protein L28
NDKHHKNJ_00053	gene	rpmB		
NDKHHKNJ_00054	CDS	kch		Voltage-gated potassium channel Kch
NDKHHKNJ_00054	gene	kch		
NDKHHKNJ_00055	CDS	ppiB	5.2.1.8	Peptidyl-prolyl cis-trans isomerase B
NDKHHKNJ_00055	gene	ppiB		
NDKHHKNJ_00056	CDS	csrA		Carbon storage regulator 
NDKHHKNJ_00056	gene	csrA		
NDKHHKNJ_00057	CDS	ispE	2.7.1.148	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
NDKHHKNJ_00057	gene	ispE		
NDKHHKNJ_00058	CDS	smpB		SsrA-binding protein
NDKHHKNJ_00058	gene	smpB		
NDKHHKNJ_00059	CDS	exbB_1		Biopolymer transport protein ExbB
NDKHHKNJ_00059	gene	exbB_1		
NDKHHKNJ_00060	CDS	exbD_1		Biopolymer transport protein ExbD
NDKHHKNJ_00060	gene	exbD_1		
NDKHHKNJ_00061	CDS	rnpA	3.1.26.5	Ribonuclease P protein component
NDKHHKNJ_00061	gene	rnpA		
NDKHHKNJ_00062	CDS	yidC		Membrane protein insertase YidC
NDKHHKNJ_00062	gene	yidC		
NDKHHKNJ_00063	CDS			hypothetical protein
NDKHHKNJ_00063	gene			
NDKHHKNJ_00064	CDS	mnmE	3.6.5.-	tRNA modification GTPase MnmE
NDKHHKNJ_00064	gene	mnmE		
NDKHHKNJ_00065	CDS			hypothetical protein
NDKHHKNJ_00065	gene			
NDKHHKNJ_00066	CDS			hypothetical protein
NDKHHKNJ_00066	gene			
NDKHHKNJ_00067	CDS			hypothetical protein
NDKHHKNJ_00067	gene			
NDKHHKNJ_00068	CDS			LPP20 lipoprotein
NDKHHKNJ_00068	gene			
NDKHHKNJ_00069	CDS			hypothetical protein
NDKHHKNJ_00069	gene			
NDKHHKNJ_00070	CDS	trxA_1		Thioredoxin
NDKHHKNJ_00070	gene	trxA_1		
NDKHHKNJ_00071	CDS	rluB	5.4.99.22	Ribosomal large subunit pseudouridine synthase B
NDKHHKNJ_00071	gene	rluB		
NDKHHKNJ_00072	CDS	dnaE	2.7.7.7	DNA polymerase III subunit alpha
NDKHHKNJ_00072	gene	dnaE		
NDKHHKNJ_00073	CDS	ccpA	1.11.1.5	Cytochrome c551 peroxidase
NDKHHKNJ_00073	gene	ccpA		
NDKHHKNJ_00074	CDS			hypothetical protein
NDKHHKNJ_00074	gene			
NDKHHKNJ_00075	CDS			hypothetical protein
NDKHHKNJ_00075	gene			
NDKHHKNJ_00076	CDS			hypothetical protein
NDKHHKNJ_00076	gene			
NDKHHKNJ_00077	CDS	metN2	3.6.3.-	Methionine import ATP-binding protein MetN 2
NDKHHKNJ_00077	gene	metN2		
NDKHHKNJ_00078	CDS	mlaE		putative phospholipid ABC transporter permease protein MlaE
NDKHHKNJ_00078	gene	mlaE		
NDKHHKNJ_00079	CDS			hypothetical protein
NDKHHKNJ_00079	gene			
NDKHHKNJ_00080	CDS	ilvE	2.6.1.42	Branched-chain-amino-acid transaminase 1
NDKHHKNJ_00080	gene	ilvE		
NDKHHKNJ_00081	CDS			hypothetical protein
NDKHHKNJ_00081	gene			
NDKHHKNJ_00082	CDS	polA	2.7.7.7	DNA polymerase I
NDKHHKNJ_00082	gene	polA		
NDKHHKNJ_00083	CDS			hypothetical protein
NDKHHKNJ_00083	gene			
NDKHHKNJ_00084	CDS	bcgIB	3.1.21.-	Restriction enzyme BgcI subunit beta
NDKHHKNJ_00084	gene	bcgIB		
NDKHHKNJ_00085	CDS	bcgIA	3.1.21.-	Restriction enzyme BgcI subunit alpha
NDKHHKNJ_00085	gene	bcgIA		
NDKHHKNJ_00086	CDS			hypothetical protein
NDKHHKNJ_00086	gene			
NDKHHKNJ_00087	CDS	tmk	2.7.4.9	Thymidylate kinase
NDKHHKNJ_00087	gene	tmk		
NDKHHKNJ_00088	CDS	coaD	2.7.7.3	Phosphopantetheine adenylyltransferase
NDKHHKNJ_00088	gene	coaD		
NDKHHKNJ_00089	CDS	ubiX	2.5.1.129	Flavin prenyltransferase UbiX
NDKHHKNJ_00089	gene	ubiX		
NDKHHKNJ_00090	CDS			hypothetical protein
NDKHHKNJ_00090	gene			
NDKHHKNJ_00091	CDS	pcrA	3.6.4.12	ATP-dependent DNA helicase PcrA
NDKHHKNJ_00091	gene	pcrA		
NDKHHKNJ_00092	CDS			hypothetical protein
NDKHHKNJ_00092	gene			
NDKHHKNJ_00093	CDS	serS	6.1.1.11	Serine--tRNA ligase
NDKHHKNJ_00093	gene	serS		
