locus_tag	ftype	gene	EC_number	product
DPDPODFO_00001	CDS			hypothetical protein
DPDPODFO_00001	gene			
DPDPODFO_00002	CDS	yafQ_1	3.1.-.-	mRNA interferase YafQ
DPDPODFO_00002	gene	yafQ_1		
DPDPODFO_00003	CDS			hypothetical protein
DPDPODFO_00003	gene			
DPDPODFO_00004	CDS	yafQ_2	3.1.-.-	mRNA interferase YafQ
DPDPODFO_00004	gene	yafQ_2		
DPDPODFO_00005	CDS			hypothetical protein
DPDPODFO_00005	gene			
DPDPODFO_00006	CDS		1.-.-.-	putative oxidoreductase
DPDPODFO_00006	gene			
DPDPODFO_00007	CDS	hmuU		Hemin transport system permease protein HmuU
DPDPODFO_00007	gene	hmuU		
DPDPODFO_00008	CDS			putative ABC transporter ATP-binding protein
DPDPODFO_00008	gene			
DPDPODFO_00009	CDS	vacA_1		Vacuolating cytotoxin autotransporter
DPDPODFO_00009	gene	vacA_1		
DPDPODFO_00010	CDS	cysS	6.1.1.16	Cysteine--tRNA ligase
DPDPODFO_00010	gene	cysS		
DPDPODFO_00011	CDS	murJ		Lipid II flippase MurJ
DPDPODFO_00011	gene	murJ		
DPDPODFO_00012	CDS			hypothetical protein
DPDPODFO_00012	gene			
DPDPODFO_00013	CDS	ruvA	3.6.4.12	Holliday junction ATP-dependent DNA helicase RuvA
DPDPODFO_00013	gene	ruvA		
DPDPODFO_00014	CDS			hypothetical protein
DPDPODFO_00014	gene			
DPDPODFO_00015	CDS			hypothetical protein
DPDPODFO_00015	gene			
DPDPODFO_00016	CDS			hypothetical protein
DPDPODFO_00016	gene			
DPDPODFO_00017	CDS	ruvC	3.1.22.4	Crossover junction endodeoxyribonuclease RuvC
DPDPODFO_00017	gene	ruvC		
DPDPODFO_00018	CDS	tdhA		TonB-dependent heme receptor A
DPDPODFO_00018	gene	tdhA		
DPDPODFO_00019	CDS	katA	1.11.1.6	Catalase
DPDPODFO_00019	gene	katA		
DPDPODFO_00020	CDS			hypothetical protein
DPDPODFO_00020	gene			
DPDPODFO_00021	CDS			hypothetical protein
DPDPODFO_00021	gene			
DPDPODFO_00022	CDS			hypothetical protein
DPDPODFO_00022	gene			
DPDPODFO_00023	CDS	cdh	3.6.1.26	CDP-diacylglycerol pyrophosphatase
DPDPODFO_00023	gene	cdh		
DPDPODFO_00024	CDS	flgE_1		Flagellar hook protein FlgE
DPDPODFO_00024	gene	flgE_1		
DPDPODFO_00025	CDS	hypA		Hydrogenase/urease nickel incorporation protein HypA
DPDPODFO_00025	gene	hypA		
DPDPODFO_00026	CDS			hypothetical protein
DPDPODFO_00026	gene			
DPDPODFO_00027	CDS	lpxB	2.4.1.182	Lipid-A-disaccharide synthase
DPDPODFO_00027	gene	lpxB		
DPDPODFO_00028	CDS	greA		Transcription elongation factor GreA
DPDPODFO_00028	gene	greA		
DPDPODFO_00029	CDS	dut	3.6.1.23	Deoxyuridine 5'-triphosphate nucleotidohydrolase
DPDPODFO_00029	gene	dut		
DPDPODFO_00030	CDS			hypothetical protein
DPDPODFO_00030	gene			
DPDPODFO_00031	CDS	pgbB		Plasminogen-binding protein PgbB
DPDPODFO_00031	gene	pgbB		
DPDPODFO_00032	CDS	coaX	2.7.1.33	Type III pantothenate kinase
DPDPODFO_00032	gene	coaX		
DPDPODFO_00033	CDS			hypothetical protein
DPDPODFO_00033	gene			
DPDPODFO_00034	CDS	gmhB	3.1.3.82	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
DPDPODFO_00034	gene	gmhB		
DPDPODFO_00035	CDS	hldD	5.1.3.20	ADP-L-glycero-D-manno-heptose-6-epimerase
DPDPODFO_00035	gene	hldD		
DPDPODFO_00036	CDS	hldE		Bifunctional protein HldE
DPDPODFO_00036	gene	hldE		
DPDPODFO_00037	CDS	gmhA1	5.3.1.28	Phosphoheptose isomerase 1
DPDPODFO_00037	gene	gmhA1		
DPDPODFO_00038	CDS			hypothetical protein
DPDPODFO_00038	gene			
DPDPODFO_00039	CDS	patA	2.3.1.-	Peptidoglycan O-acetyltransferase
DPDPODFO_00039	gene	patA		
DPDPODFO_00040	CDS	guaC	1.7.1.7	GMP reductase
DPDPODFO_00040	gene	guaC		
DPDPODFO_00041	CDS	ybiT		putative ABC transporter ATP-binding protein YbiT
DPDPODFO_00041	gene	ybiT		
DPDPODFO_00042	CDS			hypothetical protein
DPDPODFO_00042	gene			
DPDPODFO_00043	CDS			hypothetical protein
DPDPODFO_00043	gene			
DPDPODFO_00044	CDS		2.1.1.72	putative type I restriction enzymeP M protein
DPDPODFO_00044	gene			
DPDPODFO_00045	CDS			hypothetical protein
DPDPODFO_00045	gene			
DPDPODFO_00046	CDS			hypothetical protein
DPDPODFO_00046	gene			
DPDPODFO_00047	CDS			hypothetical protein
DPDPODFO_00047	gene			
DPDPODFO_00048	CDS			hypothetical protein
DPDPODFO_00048	gene			
DPDPODFO_00049	CDS	lolC		Lipoprotein-releasing system transmembrane protein LolC
DPDPODFO_00049	gene	lolC		
DPDPODFO_00050	CDS	secA		Protein translocase subunit SecA
DPDPODFO_00050	gene	secA		
DPDPODFO_00051	CDS	lolA		Outer-membrane lipoprotein carrier protein
DPDPODFO_00051	gene	lolA		
DPDPODFO_00052	tmRNA	ssrA		transfer-messenger RNA, SsrA
DPDPODFO_00052	gene	ssrA		
DPDPODFO_00053	CDS			hypothetical protein
DPDPODFO_00053	gene			
DPDPODFO_00054	CDS			hypothetical protein
DPDPODFO_00054	gene			
DPDPODFO_00055	CDS			hypothetical protein
DPDPODFO_00055	gene			
DPDPODFO_00056	CDS			hypothetical protein
DPDPODFO_00056	gene			
DPDPODFO_00057	CDS	acnB	4.2.1.3	Aconitate hydratase B
DPDPODFO_00057	gene	acnB		
DPDPODFO_00058	CDS	mqnA	4.2.1.151	Chorismate dehydratase
DPDPODFO_00058	gene	mqnA		
DPDPODFO_00059	CDS	pyrH	2.7.4.22	Uridylate kinase
DPDPODFO_00059	gene	pyrH		
DPDPODFO_00060	CDS	rpoZ	2.7.7.6	DNA-directed RNA polymerase subunit omega
DPDPODFO_00060	gene	rpoZ		
DPDPODFO_00061	CDS	relA	2.7.6.5	GTP pyrophosphokinase
DPDPODFO_00061	gene	relA		
DPDPODFO_00062	CDS	tyrS	6.1.1.1	Tyrosine--tRNA ligase
DPDPODFO_00062	gene	tyrS		
DPDPODFO_00063	CDS	pyrD_1	1.3.-.-	Dihydroorotate dehydrogenase
DPDPODFO_00063	gene	pyrD_1		
DPDPODFO_00064	CDS	amiC	3.5.1.28	N-acetylmuramoyl-L-alanine amidase AmiC
DPDPODFO_00064	gene	amiC		
DPDPODFO_00065	CDS			hypothetical protein
DPDPODFO_00065	gene			
DPDPODFO_00066	CDS	flhB_1		Flagellar biosynthetic protein FlhB
DPDPODFO_00066	gene	flhB_1		
DPDPODFO_00067	CDS	mobA	2.7.7.77	putative molybdenum cofactor guanylyltransferase
DPDPODFO_00067	gene	mobA		
DPDPODFO_00068	CDS	moaA	4.1.99.22	GTP 3',8-cyclase
DPDPODFO_00068	gene	moaA		
DPDPODFO_00069	CDS			hypothetical protein
DPDPODFO_00069	gene			
DPDPODFO_00070	CDS			hypothetical protein
DPDPODFO_00070	gene			
DPDPODFO_00071	CDS			hypothetical protein
DPDPODFO_00071	gene			
DPDPODFO_00072	CDS	ftsY		Signal recognition particle receptor FtsY
DPDPODFO_00072	gene	ftsY		
DPDPODFO_00073	CDS			hypothetical protein
DPDPODFO_00073	gene			
DPDPODFO_00074	CDS			hypothetical protein
DPDPODFO_00074	gene			
DPDPODFO_00075	CDS	rny	3.1.-.-	Ribonuclease Y
DPDPODFO_00075	gene	rny		
DPDPODFO_00076	CDS	yeeO		putative FMN/FAD exporter YeeO
DPDPODFO_00076	gene	yeeO		
DPDPODFO_00077	CDS			hypothetical protein
DPDPODFO_00077	gene			
DPDPODFO_00078	CDS		3.5.1.77	N-carbamoyl-D-amino acid hydrolase
DPDPODFO_00078	gene			
DPDPODFO_00079	CDS			hypothetical protein
DPDPODFO_00079	gene			
DPDPODFO_00080	CDS	tcdA	6.1.-.-	tRNA threonylcarbamoyladenosine dehydratase
DPDPODFO_00080	gene	tcdA		
DPDPODFO_00081	CDS			hypothetical protein
DPDPODFO_00081	gene			
DPDPODFO_00082	CDS	fliS		Flagellar protein FliS
DPDPODFO_00082	gene	fliS		
DPDPODFO_00083	CDS	fliD		Flagellar hook-associated protein 2
DPDPODFO_00083	gene	fliD		
DPDPODFO_00084	CDS			hypothetical protein
DPDPODFO_00084	gene			
DPDPODFO_00085	CDS			hypothetical protein
DPDPODFO_00085	gene			
DPDPODFO_00086	CDS			hypothetical protein
DPDPODFO_00086	gene			
DPDPODFO_00087	CDS	ftsE		Cell division ATP-binding protein FtsE
DPDPODFO_00087	gene	ftsE		
DPDPODFO_00088	CDS	trmB	2.1.1.33	tRNA (guanine-N(7)-)-methyltransferase
DPDPODFO_00088	gene	trmB		
DPDPODFO_00089	CDS			hypothetical protein
DPDPODFO_00089	gene			
DPDPODFO_00090	CDS	rluD	5.4.99.23	Ribosomal large subunit pseudouridine synthase D
DPDPODFO_00090	gene	rluD		
DPDPODFO_00091	CDS	rsgA	3.6.1.-	Putative ribosome biogenesis GTPase RsgA
DPDPODFO_00091	gene	rsgA		
DPDPODFO_00092	CDS			hypothetical protein
DPDPODFO_00092	gene			
DPDPODFO_00093	tRNA			tRNA-Met(cat)
DPDPODFO_00093	gene			
DPDPODFO_00094	CDS	prs	2.7.6.1	Ribose-phosphate pyrophosphokinase
DPDPODFO_00094	gene	prs		
DPDPODFO_00095	CDS		2.7.7.53	AP-4-A phosphorylase
DPDPODFO_00095	gene			
DPDPODFO_00096	CDS	murF	6.3.2.10	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
DPDPODFO_00096	gene	murF		
DPDPODFO_00097	CDS	menH	4.2.99.20	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
DPDPODFO_00097	gene	menH		
DPDPODFO_00098	CDS	ddl	6.3.2.4	D-alanine--D-alanine ligase
DPDPODFO_00098	gene	ddl		
DPDPODFO_00099	CDS	pgpA	3.1.3.27	Phosphatidylglycerophosphatase A
DPDPODFO_00099	gene	pgpA		
DPDPODFO_00100	CDS		2.6.1.51	Serine-pyruvate aminotransferase
DPDPODFO_00100	gene			
DPDPODFO_00101	CDS	gpt	2.4.2.22	Xanthine phosphoribosyltransferase
DPDPODFO_00101	gene	gpt		
DPDPODFO_00102	CDS	rimO	2.8.4.4	Ribosomal protein S12 methylthiotransferase RimO
DPDPODFO_00102	gene	rimO		
DPDPODFO_00103	CDS			hypothetical protein
DPDPODFO_00103	gene			
DPDPODFO_00104	CDS			hypothetical protein
DPDPODFO_00104	gene			
DPDPODFO_00105	CDS			hypothetical protein
DPDPODFO_00105	gene			
DPDPODFO_00106	CDS			hypothetical protein
DPDPODFO_00106	gene			
DPDPODFO_00107	CDS	tilS	6.3.4.19	tRNA(Ile)-lysidine synthase
DPDPODFO_00107	gene	tilS		
DPDPODFO_00108	CDS	dusC	1.3.1.-	tRNA-dihydrouridine(16) synthase
DPDPODFO_00108	gene	dusC		
DPDPODFO_00109	CDS			hypothetical protein
DPDPODFO_00109	gene			
DPDPODFO_00110	CDS			hypothetical protein
DPDPODFO_00110	gene			
DPDPODFO_00111	CDS			hypothetical protein
DPDPODFO_00111	gene			
DPDPODFO_00112	CDS	hsdR_1	3.1.21.3	Type I restriction enzyme EcoR124II R protein
DPDPODFO_00112	gene	hsdR_1		
DPDPODFO_00113	CDS	thiM	2.7.1.50	Hydroxyethylthiazole kinase
DPDPODFO_00113	gene	thiM		
DPDPODFO_00114	CDS	thiD	2.7.1.49	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
DPDPODFO_00114	gene	thiD		
DPDPODFO_00115	CDS	thiE	2.5.1.3	Thiamine-phosphate synthase
DPDPODFO_00115	gene	thiE		
DPDPODFO_00116	CDS			hypothetical protein
DPDPODFO_00116	gene			
DPDPODFO_00117	CDS	coaBC		Coenzyme A biosynthesis bifunctional protein CoaBC
DPDPODFO_00117	gene	coaBC		
DPDPODFO_00118	CDS	pseB	4.2.1.115	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
DPDPODFO_00118	gene	pseB		
DPDPODFO_00119	CDS			hypothetical protein
DPDPODFO_00119	gene			
DPDPODFO_00120	CDS			hypothetical protein
DPDPODFO_00120	gene			
DPDPODFO_00121	CDS			hypothetical protein
DPDPODFO_00121	gene			
DPDPODFO_00122	tRNA			tRNA-Arg(cct)
DPDPODFO_00122	gene			
DPDPODFO_00123	CDS	hup		DNA-binding protein HU
DPDPODFO_00123	gene	hup		
DPDPODFO_00124	CDS	der_1		GTPase Der
DPDPODFO_00124	gene	der_1		
DPDPODFO_00125	CDS			hypothetical protein
DPDPODFO_00125	gene			
DPDPODFO_00126	CDS	speE	2.5.1.16	Polyamine aminopropyltransferase
DPDPODFO_00126	gene	speE		
DPDPODFO_00127	CDS	coaE	2.7.1.24	Dephospho-CoA kinase
DPDPODFO_00127	gene	coaE		
DPDPODFO_00128	CDS	gatA	6.3.5.7	Glutamyl-tRNA(Gln) amidotransferase subunit A
DPDPODFO_00128	gene	gatA		
DPDPODFO_00129	CDS	guaB	1.1.1.205	Inosine-5'-monophosphate dehydrogenase
DPDPODFO_00129	gene	guaB		
DPDPODFO_00130	CDS	atpB		ATP synthase subunit a
DPDPODFO_00130	gene	atpB		
DPDPODFO_00131	CDS			hypothetical protein
DPDPODFO_00131	gene			
DPDPODFO_00132	CDS	lex1	2.-.-.-	Lipooligosaccharide biosynthesis protein lex-1
DPDPODFO_00132	gene	lex1		
DPDPODFO_00133	CDS	trxB	1.8.1.9	Thioredoxin reductase
DPDPODFO_00133	gene	trxB		
DPDPODFO_00134	CDS	trxA_1		Thioredoxin
DPDPODFO_00134	gene	trxA_1		
DPDPODFO_00135	CDS			hypothetical protein
DPDPODFO_00135	gene			
DPDPODFO_00136	CDS	hom	1.1.1.3	Homoserine dehydrogenase
DPDPODFO_00136	gene	hom		
DPDPODFO_00137	CDS	uvrC		UvrABC system protein C
DPDPODFO_00137	gene	uvrC		
DPDPODFO_00138	CDS			hypothetical protein
DPDPODFO_00138	gene			
DPDPODFO_00139	CDS	opuBA		Choline transport ATP-binding protein OpuBA
DPDPODFO_00139	gene	opuBA		
DPDPODFO_00140	CDS	opuCC		Glycine betaine/carnitine/choline-binding protein OpuCC
DPDPODFO_00140	gene	opuCC		
DPDPODFO_00141	CDS			hypothetical protein
DPDPODFO_00141	gene			
DPDPODFO_00142	CDS	motB		Motility protein B
DPDPODFO_00142	gene	motB		
DPDPODFO_00143	CDS	pomA		Chemotaxis protein PomA
DPDPODFO_00143	gene	pomA		
DPDPODFO_00144	CDS	moeZ		putative adenylyltransferase/sulfurtransferase MoeZ
DPDPODFO_00144	gene	moeZ		
DPDPODFO_00145	CDS	gloC	3.1.2.6	Hydroxyacylglutathione hydrolase GloC
DPDPODFO_00145	gene	gloC		
DPDPODFO_00146	CDS			hypothetical protein
DPDPODFO_00146	gene			
DPDPODFO_00147	CDS			hypothetical protein
DPDPODFO_00147	gene			
DPDPODFO_00148	CDS	rsmD	2.1.1.171	Ribosomal RNA small subunit methyltransferase D
DPDPODFO_00148	gene	rsmD		
DPDPODFO_00149	CDS			hypothetical protein
