locus_tag	ftype	gene	EC_number	product
GEBNMNOD_00001	CDS			hypothetical protein
GEBNMNOD_00001	gene			
GEBNMNOD_00002	CDS	flgG_1		Flagellar basal-body rod protein FlgG
GEBNMNOD_00002	gene	flgG_1		
GEBNMNOD_00003	CDS	tsaD	2.3.1.234	tRNA N6-adenosine threonylcarbamoyltransferase
GEBNMNOD_00003	gene	tsaD		
GEBNMNOD_00004	CDS	pdxA	1.1.1.262	4-hydroxythreonine-4-phosphate dehydrogenase
GEBNMNOD_00004	gene	pdxA		
GEBNMNOD_00005	CDS	pdxJ	2.6.99.2	Pyridoxine 5'-phosphate synthase
GEBNMNOD_00005	gene	pdxJ		
GEBNMNOD_00006	CDS	tagO	2.7.8.33	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
GEBNMNOD_00006	gene	tagO		
GEBNMNOD_00007	CDS	lpxE_1	3.1.-.-	Lipid A 1-phosphatase
GEBNMNOD_00007	gene	lpxE_1		
GEBNMNOD_00008	CDS			hypothetical protein
GEBNMNOD_00008	gene			
GEBNMNOD_00009	CDS			hypothetical protein
GEBNMNOD_00009	gene			
GEBNMNOD_00010	CDS	metI		D-methionine transport system permease protein MetI
GEBNMNOD_00010	gene	metI		
GEBNMNOD_00011	CDS	metN	3.6.3.-	Methionine import ATP-binding protein MetN
GEBNMNOD_00011	gene	metN		
GEBNMNOD_00012	CDS	flhB_1		Flagellar biosynthetic protein FlhB
GEBNMNOD_00012	gene	flhB_1		
GEBNMNOD_00013	CDS	ribE	2.5.1.9	Riboflavin synthase
GEBNMNOD_00013	gene	ribE		
GEBNMNOD_00014	CDS	ycfH	3.1.-.-	putative metal-dependent hydrolase YcfH
GEBNMNOD_00014	gene	ycfH		
GEBNMNOD_00015	CDS	mltD	4.2.2.-	Membrane-bound lytic murein transglycosylase D
GEBNMNOD_00015	gene	mltD		
GEBNMNOD_00016	CDS	rlpA	4.2.2.-	Endolytic peptidoglycan transglycosylase RlpA
GEBNMNOD_00016	gene	rlpA		
GEBNMNOD_00017	CDS	kdsC	3.1.3.45	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
GEBNMNOD_00017	gene	kdsC		
GEBNMNOD_00018	CDS			hypothetical protein
GEBNMNOD_00018	gene			
GEBNMNOD_00019	CDS	lptA		Lipopolysaccharide export system protein LptA
GEBNMNOD_00019	gene	lptA		
GEBNMNOD_00020	CDS	engB		putative GTP-binding protein EngB
GEBNMNOD_00020	gene	engB		
GEBNMNOD_00021	CDS			hypothetical protein
GEBNMNOD_00021	gene			
GEBNMNOD_00022	CDS	mrdA	3.4.16.4	Peptidoglycan D,D-transpeptidase MrdA
GEBNMNOD_00022	gene	mrdA		
GEBNMNOD_00023	CDS	metQ		D-methionine-binding lipoprotein MetQ
GEBNMNOD_00023	gene	metQ		
GEBNMNOD_00024	CDS	tsaA	1.11.1.15	putative peroxiredoxin
GEBNMNOD_00024	gene	tsaA		
GEBNMNOD_00025	CDS	thyX	2.1.1.148	Flavin-dependent thymidylate synthase
GEBNMNOD_00025	gene	thyX		
GEBNMNOD_00026	CDS	glmS	2.6.1.16	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
GEBNMNOD_00026	gene	glmS		
GEBNMNOD_00027	CDS			hypothetical protein
GEBNMNOD_00027	gene			
GEBNMNOD_00028	CDS	mqnB	3.2.2.26	Futalosine hydrolase
GEBNMNOD_00028	gene	mqnB		
GEBNMNOD_00029	CDS	dnaA		Chromosomal replication initiator protein DnaA
GEBNMNOD_00029	gene	dnaA		
GEBNMNOD_00030	CDS			hypothetical protein
GEBNMNOD_00030	gene			
GEBNMNOD_00031	tRNA			tRNA-Phe(gaa)
GEBNMNOD_00031	gene			
GEBNMNOD_00032	CDS	exoA	3.1.11.2	Exodeoxyribonuclease
GEBNMNOD_00032	gene	exoA		
GEBNMNOD_00033	CDS			hypothetical protein
GEBNMNOD_00033	gene			
GEBNMNOD_00034	CDS			hypothetical protein
GEBNMNOD_00034	gene			
GEBNMNOD_00035	CDS	recG	3.6.4.12	ATP-dependent DNA helicase RecG
GEBNMNOD_00035	gene	recG		
GEBNMNOD_00036	CDS			hypothetical protein
GEBNMNOD_00036	gene			
GEBNMNOD_00037	CDS			hypothetical protein
GEBNMNOD_00037	gene			
GEBNMNOD_00038	CDS			hypothetical protein
GEBNMNOD_00038	gene			
GEBNMNOD_00039	CDS			hypothetical protein
GEBNMNOD_00039	gene			
GEBNMNOD_00040	CDS			hypothetical protein
GEBNMNOD_00040	gene			
GEBNMNOD_00041	CDS			hypothetical protein
GEBNMNOD_00041	gene			
GEBNMNOD_00042	CDS	paeR7IM	2.1.1.72	Modification methylase PaeR7I
GEBNMNOD_00042	gene	paeR7IM		
GEBNMNOD_00043	CDS			hypothetical protein
GEBNMNOD_00043	gene			
GEBNMNOD_00044	CDS	nusA		Transcription termination/antitermination protein NusA
GEBNMNOD_00044	gene	nusA		
GEBNMNOD_00045	CDS	selA	2.9.1.1	L-seryl-tRNA(Sec) selenium transferase
GEBNMNOD_00045	gene	selA		
GEBNMNOD_00046	CDS	bhuA_1		Heme transporter BhuA
GEBNMNOD_00046	gene	bhuA_1		
GEBNMNOD_00047	CDS			hypothetical protein
GEBNMNOD_00047	gene			
GEBNMNOD_00048	CDS			hypothetical protein
GEBNMNOD_00048	gene			
GEBNMNOD_00049	CDS	plsY	2.3.1.-	Glycerol-3-phosphate acyltransferase
GEBNMNOD_00049	gene	plsY		
GEBNMNOD_00050	CDS	yccM		Putative electron transport protein YccM
GEBNMNOD_00050	gene	yccM		
GEBNMNOD_00051	CDS		1.5.1.43	Carboxynorspermidine synthase
GEBNMNOD_00051	gene			
GEBNMNOD_00052	CDS	gltS		Sodium/glutamate symporter
GEBNMNOD_00052	gene	gltS		
GEBNMNOD_00053	CDS	ribD		Riboflavin biosynthesis protein RibD
GEBNMNOD_00053	gene	ribD		
GEBNMNOD_00054	CDS	yfiC	2.1.1.223	tRNA1(Val) (adenine(37)-N6)-methyltransferase
GEBNMNOD_00054	gene	yfiC		
GEBNMNOD_00055	CDS	copA_1	3.6.3.54	Copper-exporting P-type ATPase A
GEBNMNOD_00055	gene	copA_1		
GEBNMNOD_00056	CDS			hypothetical protein
GEBNMNOD_00056	gene			
GEBNMNOD_00057	CDS			hypothetical protein
GEBNMNOD_00057	gene			
GEBNMNOD_00058	CDS			hypothetical protein
GEBNMNOD_00058	gene			
GEBNMNOD_00059	CDS			hypothetical protein
GEBNMNOD_00059	gene			
GEBNMNOD_00060	CDS	pth	3.1.1.29	Peptidyl-tRNA hydrolase
GEBNMNOD_00060	gene	pth		
