locus_tag	ftype	gene	EC_number	product
EKEBIHOE_00001	tRNA			tRNA-Met(cat)
EKEBIHOE_00001	gene			
EKEBIHOE_00002	tRNA			tRNA-Gln(ttg)
EKEBIHOE_00002	gene			
EKEBIHOE_00003	CDS	hypD		Hydrogenase isoenzymes formation protein HypD
EKEBIHOE_00003	gene	hypD		
EKEBIHOE_00004	CDS	hypC		Hydrogenase isoenzymes formation protein HypC
EKEBIHOE_00004	gene	hypC		
EKEBIHOE_00005	CDS	hypB		Hydrogenase/urease nickel incorporation protein HypB
EKEBIHOE_00005	gene	hypB		
EKEBIHOE_00006	CDS			hypothetical protein
EKEBIHOE_00006	gene			
EKEBIHOE_00007	CDS			hypothetical protein
EKEBIHOE_00007	gene			
EKEBIHOE_00008	CDS	ackA_1	2.7.2.1	Acetate kinase
EKEBIHOE_00008	gene	ackA_1		
EKEBIHOE_00009	CDS	ackA_2	2.7.2.1	Acetate kinase
EKEBIHOE_00009	gene	ackA_2		
EKEBIHOE_00010	CDS	pta_1	2.3.1.8	Phosphate acetyltransferase
EKEBIHOE_00010	gene	pta_1		
EKEBIHOE_00011	CDS	pta_2	2.3.1.8	Phosphate acetyltransferase
EKEBIHOE_00011	gene	pta_2		
EKEBIHOE_00012	CDS	pta_3	2.3.1.8	Phosphate acetyltransferase
EKEBIHOE_00012	gene	pta_3		
EKEBIHOE_00013	CDS			hypothetical protein
EKEBIHOE_00013	gene			
EKEBIHOE_00014	CDS			hypothetical protein
EKEBIHOE_00014	gene			
EKEBIHOE_00015	CDS	flgD		Basal-body rod modification protein FlgD
EKEBIHOE_00015	gene	flgD		
EKEBIHOE_00016	CDS	flgE_1		Flagellar hook protein FlgE
EKEBIHOE_00016	gene	flgE_1		
EKEBIHOE_00017	CDS			hypothetical protein
EKEBIHOE_00017	gene			
EKEBIHOE_00018	CDS	taqIM	2.1.1.72	Modification methylase TaqI
EKEBIHOE_00018	gene	taqIM		
EKEBIHOE_00019	CDS	uvrD	3.6.4.12	DNA helicase II
EKEBIHOE_00019	gene	uvrD		
EKEBIHOE_00020	CDS			hypothetical protein
EKEBIHOE_00020	gene			
EKEBIHOE_00021	CDS			hypothetical protein
EKEBIHOE_00021	gene			
EKEBIHOE_00022	CDS			hypothetical protein
EKEBIHOE_00022	gene			
EKEBIHOE_00023	CDS	hemR		Hemin receptor
EKEBIHOE_00023	gene	hemR		
EKEBIHOE_00024	CDS	bhuA_1		Heme transporter BhuA
EKEBIHOE_00024	gene	bhuA_1		
EKEBIHOE_00025	CDS			hypothetical protein
EKEBIHOE_00025	gene			
EKEBIHOE_00026	CDS	carB	6.3.5.5	Carbamoyl-phosphate synthase large chain
EKEBIHOE_00026	gene	carB		
EKEBIHOE_00027	CDS	yccA		Modulator of FtsH protease YccA
EKEBIHOE_00027	gene	yccA		
EKEBIHOE_00028	CDS	gap1	1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase 1
EKEBIHOE_00028	gene	gap1		
EKEBIHOE_00029	CDS	vacA_1		Vacuolating cytotoxin autotransporter
EKEBIHOE_00029	gene	vacA_1		
EKEBIHOE_00030	CDS	asd	1.2.1.11	Aspartate-semialdehyde dehydrogenase
EKEBIHOE_00030	gene	asd		
EKEBIHOE_00031	CDS	hisS	6.1.1.21	Histidine--tRNA ligase
EKEBIHOE_00031	gene	hisS		
EKEBIHOE_00032	CDS	rfaF	2.-.-.-	ADP-heptose--LPS heptosyltransferase 2
EKEBIHOE_00032	gene	rfaF		
EKEBIHOE_00033	CDS			hypothetical protein
EKEBIHOE_00033	gene			
EKEBIHOE_00034	CDS	yhdN	1.1.1.-	General stress protein 69
EKEBIHOE_00034	gene	yhdN		
EKEBIHOE_00035	CDS	fusA		Elongation factor G
EKEBIHOE_00035	gene	fusA		
EKEBIHOE_00036	CDS	rpsG		30S ribosomal protein S7
EKEBIHOE_00036	gene	rpsG		
EKEBIHOE_00037	CDS	rpsL		30S ribosomal protein S12
EKEBIHOE_00037	gene	rpsL		
EKEBIHOE_00038	CDS	rpoBC	2.7.7.6	Bifunctional DNA-directed RNA polymerase subunit beta-beta'
EKEBIHOE_00038	gene	rpoBC		
EKEBIHOE_00039	CDS	rplL		50S ribosomal protein L7/L12
EKEBIHOE_00039	gene	rplL		
EKEBIHOE_00040	CDS	rplJ		50S ribosomal protein L10
EKEBIHOE_00040	gene	rplJ		
EKEBIHOE_00041	CDS	rplA		50S ribosomal protein L1
EKEBIHOE_00041	gene	rplA		
EKEBIHOE_00042	CDS	rplK		50S ribosomal protein L11
EKEBIHOE_00042	gene	rplK		
EKEBIHOE_00043	CDS	nusG		Transcription termination/antitermination protein NusG
EKEBIHOE_00043	gene	nusG		
EKEBIHOE_00044	CDS			hypothetical protein
EKEBIHOE_00044	gene			
EKEBIHOE_00045	tRNA			tRNA-Trp(cca)
EKEBIHOE_00045	gene			
EKEBIHOE_00046	CDS	rpmG2		50S ribosomal protein L33 2
EKEBIHOE_00046	gene	rpmG2		
EKEBIHOE_00047	CDS	tufA		Elongation factor Tu
EKEBIHOE_00047	gene	tufA		
EKEBIHOE_00048	tRNA			tRNA-Thr(ggt)
EKEBIHOE_00048	gene			
EKEBIHOE_00049	tRNA			tRNA-Gly(tcc)
EKEBIHOE_00049	gene			
EKEBIHOE_00050	tRNA			tRNA-Tyr(gta)
EKEBIHOE_00050	gene			
EKEBIHOE_00051	tRNA			tRNA-Thr(tgt)
EKEBIHOE_00051	gene			
EKEBIHOE_00052	CDS	hepA		Heterocyst differentiation ATP-binding protein HepA
EKEBIHOE_00052	gene	hepA		
EKEBIHOE_00053	CDS			hypothetical protein
EKEBIHOE_00053	gene			
EKEBIHOE_00054	CDS	fokIM	2.1.1.72	Modification methylase FokI
EKEBIHOE_00054	gene	fokIM		
EKEBIHOE_00055	CDS			hypothetical protein
EKEBIHOE_00055	gene			
EKEBIHOE_00056	CDS	cysE	2.3.1.30	Serine acetyltransferase
EKEBIHOE_00056	gene	cysE		
EKEBIHOE_00057	tRNA			tRNA-Leu(caa)
EKEBIHOE_00057	gene			
EKEBIHOE_00058	tRNA			tRNA-Leu(gag)
EKEBIHOE_00058	gene			
EKEBIHOE_00059	CDS	atpE		ATP synthase subunit c
EKEBIHOE_00059	gene	atpE		
EKEBIHOE_00060	CDS	pnp	2.7.7.8	Polyribonucleotide nucleotidyltransferase
EKEBIHOE_00060	gene	pnp		
EKEBIHOE_00061	CDS			hypothetical protein
EKEBIHOE_00061	gene			
EKEBIHOE_00062	CDS	lptD		LPS-assembly protein LptD
EKEBIHOE_00062	gene	lptD		
EKEBIHOE_00063	CDS			hypothetical protein
EKEBIHOE_00063	gene			
EKEBIHOE_00064	CDS	purD	6.3.4.13	Phosphoribosylamine--glycine ligase
EKEBIHOE_00064	gene	purD		
EKEBIHOE_00065	CDS	ytrB		ABC transporter ATP-binding protein YtrB
EKEBIHOE_00065	gene	ytrB		
EKEBIHOE_00066	CDS	uppS	2.5.1.-	Isoprenyl transferase
EKEBIHOE_00066	gene	uppS		
EKEBIHOE_00067	CDS		1.-.-.-	putative FAD-linked oxidoreductase
EKEBIHOE_00067	gene			
EKEBIHOE_00068	CDS	glpE	2.8.1.1	Thiosulfate sulfurtransferase GlpE
EKEBIHOE_00068	gene	glpE		
EKEBIHOE_00069	CDS			hypothetical protein
EKEBIHOE_00069	gene			
EKEBIHOE_00070	CDS	crcB		Putative fluoride ion transporter CrcB
EKEBIHOE_00070	gene	crcB		
EKEBIHOE_00071	CDS	hemN_1	1.3.99.-	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR
EKEBIHOE_00071	gene	hemN_1		
EKEBIHOE_00072	CDS			Cytochrome c-553
EKEBIHOE_00072	gene			
EKEBIHOE_00073	CDS	rppH	3.6.1.-	RNA pyrophosphohydrolase
EKEBIHOE_00073	gene	rppH		
EKEBIHOE_00074	CDS	lysC	2.7.2.4	Aspartate kinase Ask_LysC
EKEBIHOE_00074	gene	lysC		
EKEBIHOE_00075	CDS			hypothetical protein
EKEBIHOE_00075	gene			
EKEBIHOE_00076	CDS			hypothetical protein
