locus_tag	ftype	gene	EC_number	product
NPNHHEFA_00001	CDS			hypothetical protein
NPNHHEFA_00001	gene			
NPNHHEFA_00002	CDS	dusC	1.3.1.-	tRNA-dihydrouridine(16) synthase
NPNHHEFA_00002	gene	dusC		
NPNHHEFA_00003	CDS	tilS	6.3.4.19	tRNA(Ile)-lysidine synthase
NPNHHEFA_00003	gene	tilS		
NPNHHEFA_00004	CDS			hypothetical protein
NPNHHEFA_00004	gene			
NPNHHEFA_00005	CDS			hypothetical protein
NPNHHEFA_00005	gene			
NPNHHEFA_00006	CDS			hypothetical protein
NPNHHEFA_00006	gene			
NPNHHEFA_00007	CDS			hypothetical protein
NPNHHEFA_00007	gene			
NPNHHEFA_00008	CDS	rimO	2.8.4.4	Ribosomal protein S12 methylthiotransferase RimO
NPNHHEFA_00008	gene	rimO		
NPNHHEFA_00009	CDS	gpt	2.4.2.22	Xanthine phosphoribosyltransferase
NPNHHEFA_00009	gene	gpt		
NPNHHEFA_00010	CDS		2.6.1.51	Serine-pyruvate aminotransferase
NPNHHEFA_00010	gene			
NPNHHEFA_00011	CDS	pgpA	3.1.3.27	Phosphatidylglycerophosphatase A
NPNHHEFA_00011	gene	pgpA		
NPNHHEFA_00012	CDS	ddl	6.3.2.4	D-alanine--D-alanine ligase
NPNHHEFA_00012	gene	ddl		
NPNHHEFA_00013	CDS	menH	4.2.99.20	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
NPNHHEFA_00013	gene	menH		
NPNHHEFA_00014	CDS	murF	6.3.2.10	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
NPNHHEFA_00014	gene	murF		
NPNHHEFA_00015	CDS		2.7.7.53	AP-4-A phosphorylase
NPNHHEFA_00015	gene			
NPNHHEFA_00016	CDS	prs	2.7.6.1	Ribose-phosphate pyrophosphokinase
NPNHHEFA_00016	gene	prs		
NPNHHEFA_00017	tRNA			tRNA-Met(cat)
NPNHHEFA_00017	gene			
NPNHHEFA_00018	CDS			hypothetical protein
NPNHHEFA_00018	gene			
NPNHHEFA_00019	CDS	rsgA	3.6.1.-	Putative ribosome biogenesis GTPase RsgA
NPNHHEFA_00019	gene	rsgA		
NPNHHEFA_00020	CDS	rluD	5.4.99.23	Ribosomal large subunit pseudouridine synthase D
NPNHHEFA_00020	gene	rluD		
NPNHHEFA_00021	CDS			hypothetical protein
NPNHHEFA_00021	gene			
NPNHHEFA_00022	CDS	trmB	2.1.1.33	tRNA (guanine-N(7)-)-methyltransferase
NPNHHEFA_00022	gene	trmB		
NPNHHEFA_00023	CDS	ftsE		Cell division ATP-binding protein FtsE
NPNHHEFA_00023	gene	ftsE		
NPNHHEFA_00024	CDS			hypothetical protein
NPNHHEFA_00024	gene			
NPNHHEFA_00025	CDS			hypothetical protein
NPNHHEFA_00025	gene			
NPNHHEFA_00026	CDS			hypothetical protein
NPNHHEFA_00026	gene			
NPNHHEFA_00027	CDS	fliD		Flagellar hook-associated protein 2
NPNHHEFA_00027	gene	fliD		
NPNHHEFA_00028	CDS	fliS		Flagellar protein FliS
NPNHHEFA_00028	gene	fliS		
NPNHHEFA_00029	CDS			hypothetical protein
NPNHHEFA_00029	gene			
NPNHHEFA_00030	CDS	tcdA	6.1.-.-	tRNA threonylcarbamoyladenosine dehydratase
NPNHHEFA_00030	gene	tcdA		
NPNHHEFA_00031	CDS			hypothetical protein
NPNHHEFA_00031	gene			
NPNHHEFA_00032	CDS		3.5.1.77	N-carbamoyl-D-amino acid hydrolase
