locus_tag	ftype	gene	EC_number	product
EKGGEFJM_00001	CDS			hypothetical protein
EKGGEFJM_00001	gene			
EKGGEFJM_00002	CDS	dusC	1.3.1.-	tRNA-dihydrouridine(16) synthase
EKGGEFJM_00002	gene	dusC		
EKGGEFJM_00003	CDS	tilS	6.3.4.19	tRNA(Ile)-lysidine synthase
EKGGEFJM_00003	gene	tilS		
EKGGEFJM_00004	CDS			hypothetical protein
EKGGEFJM_00004	gene			
EKGGEFJM_00005	CDS			hypothetical protein
EKGGEFJM_00005	gene			
EKGGEFJM_00006	CDS			hypothetical protein
EKGGEFJM_00006	gene			
EKGGEFJM_00007	CDS			hypothetical protein
EKGGEFJM_00007	gene			
EKGGEFJM_00008	CDS	rimO	2.8.4.4	Ribosomal protein S12 methylthiotransferase RimO
EKGGEFJM_00008	gene	rimO		
EKGGEFJM_00009	CDS	gpt	2.4.2.22	Xanthine phosphoribosyltransferase
EKGGEFJM_00009	gene	gpt		
EKGGEFJM_00010	CDS		2.6.1.51	Serine-pyruvate aminotransferase
EKGGEFJM_00010	gene			
EKGGEFJM_00011	CDS	pgpA	3.1.3.27	Phosphatidylglycerophosphatase A
EKGGEFJM_00011	gene	pgpA		
EKGGEFJM_00012	CDS	ddl	6.3.2.4	D-alanine--D-alanine ligase
EKGGEFJM_00012	gene	ddl		
EKGGEFJM_00013	CDS	menH	4.2.99.20	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
EKGGEFJM_00013	gene	menH		
EKGGEFJM_00014	CDS	murF	6.3.2.10	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
EKGGEFJM_00014	gene	murF		
EKGGEFJM_00015	CDS		2.7.7.53	AP-4-A phosphorylase
EKGGEFJM_00015	gene			
EKGGEFJM_00016	CDS	prs	2.7.6.1	Ribose-phosphate pyrophosphokinase
EKGGEFJM_00016	gene	prs		
EKGGEFJM_00017	tRNA			tRNA-Met(cat)
EKGGEFJM_00017	gene			
EKGGEFJM_00018	CDS			hypothetical protein
EKGGEFJM_00018	gene			
EKGGEFJM_00019	CDS	rsgA	3.6.1.-	Putative ribosome biogenesis GTPase RsgA
EKGGEFJM_00019	gene	rsgA		
EKGGEFJM_00020	CDS	rluD	5.4.99.23	Ribosomal large subunit pseudouridine synthase D
EKGGEFJM_00020	gene	rluD		
EKGGEFJM_00021	CDS			hypothetical protein
EKGGEFJM_00021	gene			
EKGGEFJM_00022	CDS	trmB	2.1.1.33	tRNA (guanine-N(7)-)-methyltransferase
EKGGEFJM_00022	gene	trmB		
EKGGEFJM_00023	CDS	ftsE		Cell division ATP-binding protein FtsE
EKGGEFJM_00023	gene	ftsE		
EKGGEFJM_00024	CDS			hypothetical protein
EKGGEFJM_00024	gene			
EKGGEFJM_00025	CDS			hypothetical protein
EKGGEFJM_00025	gene			
EKGGEFJM_00026	CDS			hypothetical protein
EKGGEFJM_00026	gene			
EKGGEFJM_00027	CDS	fliD		Flagellar hook-associated protein 2
EKGGEFJM_00027	gene	fliD		
EKGGEFJM_00028	CDS	fliS		Flagellar protein FliS
EKGGEFJM_00028	gene	fliS		
EKGGEFJM_00029	CDS			hypothetical protein
EKGGEFJM_00029	gene			
EKGGEFJM_00030	CDS	tcdA	6.1.-.-	tRNA threonylcarbamoyladenosine dehydratase
EKGGEFJM_00030	gene	tcdA		
EKGGEFJM_00031	CDS			hypothetical protein
EKGGEFJM_00031	gene			
